"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.92836078786419e-95,1.62284221417139,0.268,0.085,3.09814119338887e-92,"6","CASP5"
4.05532927040066e-94,1.62383759824768,0.264,0.084,1.40719925682903e-91,"6","ADA"
5.36038035161047e-85,1.56364286449584,0.25,0.081,1.86005198200883e-82,"6","BIN2"
2.39167449141257e-83,1.35428878300502,0.295,0.106,8.29911048520162e-81,"6","RPN2"
3.3887419423134e-79,1.14299581128312,0.329,0.128,1.17589345398275e-76,"6","CD37"
1.7946610031343e-69,1.06196083614401,0.331,0.137,6.22747368087602e-67,"6","JUN"
1.64473377074922e-64,1.16294631664757,0.324,0.14,5.70722618449979e-62,"6","FYN"
2.72774744137808e-64,1.26759445573539,0.272,0.107,9.46528362158194e-62,"6","CNOT2"
3.44679311257818e-60,0.741414322431671,0.434,0.214,1.19603721006463e-57,"6","S100A10"
3.55773549900506e-48,0.709819090669956,0.358,0.173,1.23453421815476e-45,"6","CD247"
6.80096739938506e-48,0.502907022683313,0.426,0.22,2.35993568758662e-45,"6","NAMPT"
6.33063882161198e-46,1.12115045800302,0.26,0.118,2.19673167109936e-43,"6","FTH1"
1.75894018766716e-19,0.310486696319994,0.357,0.224,6.10352245120504e-17,"6","ITGB2"
0,8.25697442903647,0.983,0.038,0,"7","IGHM-membrane"
0,4.34479999847608,0.916,0.095,0,"7","HLA-DRA"
0,7.27516609127827,0.819,0.011,0,"7","CD79A"
0,7.35175133836468,0.813,0.01,0,"7","MS4A1"
0,4.74306380273541,0.971,0.192,0,"7","CD74"
0,3.94409429493107,0.825,0.1,0,"7","LYN"
0,3.6347686181136,0.832,0.123,0,"7","CD37"
0,4.14049454339295,0.678,0.043,0,"7","HLA-DPA1"
0,7.67945555037841,0.56,0.012,0,"7","IGLC3"
0,7.04903178971434,0.547,0.017,0,"7","IGKC"
0,4.70870935535352,0.552,0.026,0,"7","HLA-DQB1"
0,11.9154155415723,0.472,0,0,"7","IGHD-membrane"
0,4.00352426490538,0.478,0.034,0,"7","HLA-DMA"
0,8.54067074824145,0.406,0.001,0,"7","IGHM-secreted"
0,9.43413168695277,0.265,0,0,"7","PAX5"
2.92747667643481e-249,2.88124915722554,0.44,0.056,1.01583440672288e-246,"7","IRF8"
8.12433649559254e-235,2.11656259188261,0.869,0.243,2.81914476397061e-232,"7","CD52"
4.91302326997469e-198,1.90453187953567,0.952,0.38,1.70481907468122e-195,"7","CXCR4"
1.69615399119422e-171,3.43643433324949,0.28,0.033,5.88565434944396e-169,"7","TCL1A"
2.43234305556097e-163,1.77761110721088,0.829,0.272,8.44023040279655e-161,"7","CD69"
8.34123010885435e-108,2.65802769887961,0.261,0.043,2.89440684777246e-105,"7","BIRC3"
1.09954647967635e-96,2.32774218719066,0.284,0.055,3.81542628447694e-94,"7","PDIA6"
2.73331977133306e-81,1.90834086361202,0.366,0.097,9.48461960652573e-79,"7","FOXP1"
1.44526857090187e-79,0.893447348612164,0.899,0.43,5.01508194102947e-77,"7","BTG1"
2.42866493019997e-66,0.689527829078561,0.981,0.753,8.4274673077939e-64,"7","HLA-A"
5.53678952536005e-65,1.54346041213688,0.457,0.162,1.92126596529994e-62,"7","CD48"
2.71078541800084e-62,1.00373889463397,0.672,0.302,9.4064254004629e-60,"7","DUSP1"
3.40572174757839e-62,0.921720527936108,0.853,0.527,1.1817854464097e-59,"7","FOSB"
2.90371399574918e-46,1.24163027444332,0.377,0.139,1.00758875652497e-43,"7","JUNB"
1.3820816128665e-22,0.525119569706841,0.524,0.284,4.79582319664676e-20,"7","PTPRC"
1.36220028807363e-20,0.46905534620433,0.444,0.239,4.72683499961551e-18,"7","DUSP2"
1.667226621574e-20,1.09994664873471,0.269,0.125,5.78527637686178e-18,"7","CBLB"
2.33365288696209e-19,0.812880452983987,0.333,0.169,8.09777551775847e-17,"7","LAMP1"
3.05423712043166e-14,0.290279036587751,0.535,0.323,1.05982028078979e-11,"7","IL23R"
