TF,target,importance
STAT3,EGR1,0.09954646120774557
POU2AF1,C10orf54,0.09951606009559955
IRF8,TRAC,0.09945474572166042
IRF8,FOXP1,0.09945287895868841
MYC,TRDC,0.09934847150947863
IRF4,ITGAX,0.09932705365499328
RORA,LAT,0.0993212717600656
XBP1,DUSP4,0.099296437727844
BCL6,CCL3,0.09915982999655727
FOSL1,IL18,0.09914286060322247
RORA,CNOT2,0.0990517115480576
RORA,ITGA4,0.09904092604643218
IRF4,LEF1,0.09902582234073304
IRF4,S100A9,0.09898272030505643
JUN,IGHM-membrane,0.09859953912756657
IRF8,CD8B,0.09851387269812636
FOSL1,PDIA6,0.09850725543180029
IRF4,RORA,0.09838613868624427
PAX5,S100A10,0.09832640841396235
IKZF1,APOBEC3G,0.0983252005526172
FOXP1,CD33,0.09828471991637283
STAT1,LAIR2,0.09806689789530036
STAT4,IL1B,0.09800399454402516
XBP1,BCL6,0.09797555791078508
STAT4,VNN2,0.09781961853763115
EGR3,IER3,0.0977148356259359
POU2AF1,SNCA,0.09770886571497195
MYC,CXCL8,0.09748513939487218
BACH2,FOSB,0.09748287730077981
XBP1,ZBTB16,0.09745366018606533
PRDM1,CST7,0.09733513280808277
IKZF1,DUSP2,0.09712370471049915
XBP1,S100A12,0.09712046647107568
EGR1,TYMS,0.09704971583577501
TBX21,IRF8,0.09698681007005013
RORA,ITGAE,0.09671161545855561
IRF8,CD5,0.09669631080720424
ATF6B,IL18,0.0965156980427278
MYC,CTSW,0.09645591197219183
BCL6,FOXP1,0.09633942552611086
PRDM1,RORA,0.09626508567942442
BAX,IGHM-secreted,0.09612994490615409
BCL6,STAT5A,0.0960671715076762
BCL11B,VSIG4,0.09596372489153566
IKZF1,THBS1,0.09589571336071612
STAT4,PAX5,0.09587351610741382
RORA,CD247,0.09585395147021619
EGR3,CD72,0.09583243373032904
BAX,CD86,0.09580724970986382
IKZF1,SLC7A7,0.09572274465867849
TCF4,GAB2,0.09562101981604576
RORA,PCNA,0.09561785349342683
BACH2,PTPRC,0.09557505715495858
RORA,CST7,0.09551482166107117
STAT3,IL15,0.09548113778916537
IKZF1,GZMB,0.09516854507483165
RORA,IFITM3,0.09510564627991765
STAT3,CD9,0.09505522963977873
FOXO1,KLRB1,0.09502390898678684
PRDM1,TRDC,0.09490257717190854
STAT3,THBD,0.09468503580612067
FOXP1,CTSW,0.09449114135805722
MYC,GZMA,0.09431696620070423
RORA,HLA-DRA,0.09431468634253036
STAT5A,GNAI2,0.09402688325541333
PRDM1,TXK,0.09387536087150117
BAX,IGKC,0.09371195133636348
RUNX3,CD74,0.09368280540198463
EBF1,TCL1A,0.0936234621506824
LEF1,FLT3,0.09341900126748472
EGR1,CD22,0.09341363329545657
XBP1,TARP-refseq,0.09317940909279705
STAT4,TIAF1,0.09303764632901439
IRF4,CTSD,0.09302502667835531
FOXO1,STAT6,0.09282941854134025
TCF4,ARL4C,0.0927756851487946
EGR1,KLRC3,0.09272575936427219
TBX21,BIN2,0.09255735193189743
STAT4,DUSP4,0.09255055673586615
BACH2,IL4R,0.09248977827325132
BAX,CD1C,0.09227819939246715
BACH2,BTG1,0.09222720254057351
PAX5,EGR3,0.09182949946418663
ARG1,TNF,0.09182844419038631
EGR1,STAT1,0.09165676560760838
IRF8,CXCL2,0.09164615510297808
RORA,THBD,0.09138609189247571
EBF1,IGHM-secreted,0.09130323147455881
STAT3,IL18R1,0.09098806568977477
FOXP1,CXCR3,0.09064194362067875
BAX,CXCL1,0.09063066038465699
JUN,IGLC3,0.09057964784915978
KLRG1,LAT2,0.0904884114218511
FOXP1,CTSG,0.09041650595872432
PRDM1,GZMA,0.09025859818883053
ZBTB16,ITGAE,0.09017166715688016
FOXO1,S100A12,0.09005214862771645
STAT4,STAT6,0.08982605672306869
IRF8,DOCK8,0.08982091648965111
FOXO1,PIK3AP1,0.08980828789383755
MYC,GZMB,0.08977048130322236
BCL6,ZBTB16,0.08964375837660746
FOXO1,FCGR3A,0.08946505263948415
IRF4,CD52,0.08932795708725771
STAT3,TIGIT,0.08921130823306996
TCF7,STAT3,0.08916867529886731
IRF8,KCNE3,0.08915331707307461
IRF4,CCL5,0.08904103253355194
RORA,IL2RB,0.08896105097714065
TCF4,TOP2A,0.08885375119177835
JUN,MS4A1,0.08884515024714644
STAT4,TARP-refseq,0.08884113526873064
BACH2,SELPLG,0.08872433387602835
FOXP1,CCR1,0.0885637221223046
KLRG1,ICAM1,0.08840800555671663
PRDM1,CD8B,0.08840319590763554
STAT3,TIAF1,0.0883685267262681
PRDM1,STAT6,0.08836672823244773
BCL6,FAS,0.08835600874109767
EGR3,GAB2,0.08815915852026318
FOXO1,LAMP3,0.0881009837776981
TCF7,CXCL5,0.08799237738930682
RORA,GZMB,0.08792488598195984
FOXO1,CD163,0.08789026880632202
TCF4,SELL,0.08773483649475779
ZBTB16,CD3D,0.08773345943120205
FOXP1,AURKB,0.08763831277480184
IKZF1,HLA-DQB1,0.08759225315410227
JUN,IGHD-membrane,0.08752744279181543
BCL6,CNOT2,0.08747236352670092
IRF8,CD3E,0.08744637015915215
RORA,CASP5,0.08731241334319488
STAT3,CD247,0.0871533533664294
ZBTB16,XBP1,0.08703927764832393
MYC,NCR3,0.08702586399254876
BCL11B,TLR8,0.08696893804996068
BAX,TREM1,0.08693649928919321
BCL6,TBX21,0.08660087874079352
EGR1,CST7,0.08659890826297169
BCL11B,FCER1G,0.08657322051805699
FOXP1,NCR3,0.08618023917679296
FOXO1,CD63,0.08616606606926899
BCL6,TARP-refseq,0.08610289658866041
PRDM1,KLRG1,0.08609063332799159
STAT1,ANXA5,0.08603883688840522
RORA,TRAT1,0.08593644717331746
XBP1,CHI3L2,0.08570463948526909
LEF1,TGFBI,0.08568046892230483
RORA,XBP1,0.085596647819672
STAT3,TLR2,0.0855681358594033
BCL11B,DUSP2,0.08548113113022944
BAX,FUT4,0.08544890580638251
RUNX3,IGHM-membrane,0.0854222027805381
LEF1,EBF1,0.0853826480135932
ARG1,LGALS1,0.08529876133252758
IRF4,TNFSF10,0.08526557135811741
TBX21,ALAS2,0.08525983632808237
EGR1,HMMR,0.0851145572730163
KLRG1,VPS28,0.08510272945291177
FOXP1,CST7,0.08506067920153598
BACH2,IL23R,0.0850246199532093
RORA,HLA-DPA1,0.08494307828828601
MYC,ZAP70,0.08481957897473083
FOXP1,MCM4,0.08476396004862954
BAX,FCN1,0.08476269016064074
IKZF1,LAMP3,0.08463569448469485
TCF4,PAX5,0.0845286859417646
POU2AF1,IGHG1-secreted,0.08449644507667427
TBX21,CD300A,0.0843925860123922
EGR3,IGLC3,0.08437764941865344
IKZF1,KLRC3,0.08435842118002135
ZBTB16,CXCL3,0.08434447735902495
EGR3,CXCL2,0.08424308457841351
PRDM1,QPCT,0.08419665598659035
STAT4,NINJ2,0.08415151638771613
TCF4,MCM2,0.08414557012529131
BAX,PAX5,0.08414114631794602
STAT3,KIAA0101,0.08413767545551122
EGR3,CCND2,0.08396653857089974
BCL6,IGLC3,0.0838477923084103
BACH2,CD6,0.08357213091673395
ARG1,CD4,0.08338271396063973
STAT4,IGKC,0.08336043213108124
TBX21,IFNGR1,0.0833503371387251
XBP1,BCL11B,0.08332567317368358
EGR3,STAT4,0.08312223468296001
EBF1,IGHM-membrane,0.08310113204409864
FOXO1,GNLY,0.08296322450600069
PRDM1,MS4A1,0.08290886893795046
BCL11B,UBE2C,0.0828589465500689
XBP1,LTA,0.08281126273933509
IRF8,GIMAP2,0.08255594999523992
ZBTB16,RNASE6,0.08254427034286152
BCL11B,GZMK,0.08249607168354352
BCL6,CD28,0.08243489704211616
STAT4,LAT,0.0822453532408466
PAX5,RGS1,0.0820319288747317
PRDM1,TYMS,0.08200576928775086
TBX21,CD27,0.0819690220379633
BCL11B,NKG7,0.08182166859456737
BCL6,PTPRC,0.0817786117469012
BCL6,CD3G,0.08170547832151742
JUNB,MZB1,0.08162585320396634
IRF8,CD2,0.08158303805003703
XBP1,KLRK1,0.0814883193270701
ZBTB16,S100A9,0.08143894698500398
BCL6,IGHM-secreted,0.08140862182979475
EGR3,IRF4,0.08129187015081576
BACH2,FYB,0.08122373032229985
PRDM1,IRF4,0.0811425279192514
STAT6,PRDM1,0.08101186110745644
MYC,JCHAIN,0.08092243456518455
XBP1,IL4R,0.08081193202268068
RORA,S100A10,0.0806209493157208
IRF4,CD8A,0.0805259783788435
LEF1,DUSP2,0.08046710949593926
IRF4,CNOT2,0.08044911637324373
BCL11B,VPREB3,0.0804197757620163
JUN,CD22,0.0804074879537971
PRDM1,KLRC1,0.08035951809857805
RORA,CD22,0.08025260438494522
STAT4,CD86,0.08012077593349225
STAT5A,TNF,0.08007240553584173
BCL6,CTSW,0.07998852946469436
FOXP1,LYN,0.0798652012927245
XBP1,CTSD,0.0798017179858635
BAX,KIR2DL1,0.07973529711281167
KLRG1,PCNA,0.07971647127843615
LEF1,IL18R1,0.07965777450270313
FOXO1,IRF8,0.07965070429863462
KLRG1,TNF,0.07960716174749984
POU2AF1,BIRC3,0.07937157144092465
ARG1,IFITM3,0.07932177986618393
KLRG1,PSEN1,0.07928975177302429
IRF4,CXCL3,0.07922592916585622
BAX,CXCR2,0.07920815942277348
STAT5A,IGHM-membrane,0.0791836016231435
TCF4,LAMP1,0.07915427633843286
BAX,THBS1,0.07911698089866225
EGR3,TNF,0.07903326847188359
ZBTB16,DOCK8,0.0790201863469857
BCL6,IFITM3,0.07901031851078816
LEF1,IGHM-secreted,0.07898482277907745
STAT3,RNASE6,0.07896769627975772
MYC,KLRK1,0.07894595750435267
IKZF1,TGFBI,0.07892069603359037
STAT4,ARG1,0.0788742791739783
EGR1,BTLA,0.078830631335609
JUN,ADGRE1,0.07872235923877809
FOXP1,LAIR2,0.07861888760706526
PAX5,IL18,0.07854518450006753
BCL11B,CTSW,0.07854133125582083
STAT6,XBP1,0.07847921156524103
RORA,SLC7A7,0.07847587029753099
BCL6,CXCL8,0.07843980641266672
IKZF1,EBF1,0.07829468007122367
BCL6,TRIB2,0.07827132729440754
JUN,CD48,0.07819039519244259
ARG1,CLEC10A,0.07814193997719217
KLRG1,PDIA6,0.07805276512969149
IRF8,FAM129C,0.07796180925332179
PRDM1,TSPAN32,0.07786976661629595
ARG1,CXCL1,0.07769682296493577
TCF4,CXCL5,0.07762959699934219
MYC,VNN2,0.07757093631466569
BACH2,TXK,0.07745404705528135
BCL11B,CLEC4D,0.07743604325884612
RORA,DUSP1,0.0774130718551657
BCL6,IGHG1-secreted,0.07718674932134824
IRF4,FAM129C,0.07707283120067922
BCL6,ARL4C,0.07705546366401816
STAT5A,ITGAX,0.0770458897690296
BCL11B,IL18RAP,0.0770199026803915
ZBTB16,IGBP1,0.07688123364692992
ARG1,S100A12,0.07680519921442992
PRDM1,POU2AF1,0.076720857677497
IRF8,CSF3,0.07659389597108612
TBX21,ARL4C,0.0765497788689619
FOXO1,CD14,0.07653147324507878
IRF8,BCL11B,0.07647622323278278
BCL11B,KLRC4,0.07645255917471293
BCL6,GZMA,0.07638691809907856
BCL11B,KIAA0101,0.0763578989862977
FOSL1,AURKB,0.07618904670108448
XBP1,CST7,0.07604597399400864
IRF4,IL23R,0.07590201945138739
POU2AF1,SLC25A37,0.07585292328692961
RORA,CXCL1,0.07573099872606959
PRDM1,CCND2,0.07565031573892564
ZBTB16,CCL20,0.07564327446866533
IRF8,IL1R2,0.0756038390218818
FOXP3,TCL1A,0.07550363600457202
FOXP1,CD1C,0.07532316235487789
ARG1,LGALS3,0.07520787392851642
STAT3,BLNK,0.07517724210310509
STAT3,PCNA,0.07511496576087381
STAT3,CHI3L2,0.07508550898580055
BCL6,CD160,0.07505900757917276
IRF8,TLR2,0.07491670505668012
ARG1,CD63,0.07474619483083174
RORA,ICAM1,0.07473189300662565
FOXO1,CXCL2,0.07472561461945211
KLRG1,RUNX3,0.07463465501810726
FOSL1,MCM4,0.07460913408222002
JUNB,IL15RA,0.07453993635208687
POU2AF1,TSPAN32,0.07417940205275092
EGR3,CLEC10A,0.07414224888940182
KLRG1,KLRB1,0.07413311485062475
RUNX3,POU2AF1,0.07409902843103457
IRF8,PIK3IP1,0.07408191267093223
STAT3,IL6,0.07403759711051869
BCL6,DPP4,0.07393084455523292
FOSL1,C1QB,0.0739021026454021
POU2AF1,LGALS9,0.07374593155293664
BCL6,IGKC,0.07364187526078829
STAT1,SELL,0.07363643880222562
STAT3,GZMK,0.07349885257213684
EGR1,PRF1,0.07341366318931468
BAX,TRDC,0.07338719825250584
STAT1,CD8A,0.07337702919919294
FOXO1,TARP-refseq,0.07337374815060096
LEF1,VPREB3,0.07301267336468911
STAT1,S100A10,0.0728216626171264
KLRG1,KIT,0.07274108224736497
BCL11B,CCL2,0.0727271740056597
BCL11B,KCNE3,0.07262609902401951
IRF8,LAT,0.07247984979892118
IKZF1,BCL6,0.07238303399733953
STAT3,TBX21,0.07235083552957854
JUN,CXCL1,0.07224368756984775
MYC,C1QB,0.07207253287064092
FOXP1,TLR2,0.07190494361437287
BCL6,CASP5,0.07182736466298997
ARG1,CD8B,0.07175710241452052
STAT3,CD86,0.07173313064282413
BCL11B,IRF4,0.07171092360738537
STAT4,TREM1,0.07164046832463572
RORA,GNAI2,0.07151426931779416
STAT5A,LYN,0.07145573517893856
TBX21,UBE2C,0.07141222281858939
ARG1,QPCT,0.07138881955787679
EGR1,IGHD-membrane,0.0713628291424901
BCL6,LEF1,0.07133664764189877
ARG1,RUNX3,0.07129627167017169
KLRG1,APOBEC3G,0.07118884861712402
BACH2,TRAT1,0.07109754663387234
ZBTB16,LIPA,0.07109749569983295
ARG1,IL6,0.0710473022178113
STAT4,JCHAIN,0.0709861420480262
FOXP1,KLRF1,0.07097849240715959
FOXO1,KLRC3,0.0709281337058397
BCL11B,GAB2,0.07090219061605288
BCL11B,IGHM-secreted,0.07081517737044551
STAT3,CD24,0.07071117883185703
IRF4,CCR7,0.07071039084381989
BACH2,HLA-DQB1,0.07051737638787627
PRDM1,IGHM-membrane,0.07051384280103334
ARG1,CSF2,0.07051247154715012
STAT5A,IL18RAP,0.07049421057151628
STAT3,CD14,0.07042168020956975
RORA,KLRB1,0.07027509886787332
MYC,IL1RN,0.07017097789971256
XBP1,STAT1,0.07015655599300949
RORA,VPS28,0.07015392691953203
BCL6,TCF4,0.07015086659993716
PAX5,BTG1,0.07014050610114361
BCL6,PSEN1,0.06997601724843593
MYC,IL15,0.06990803138005654
FOXO1,MCM2,0.06990560374600262
FOSL1,LAT2,0.06987753806015391
IKZF1,ZBTB16,0.06982734645270995
IKZF1,TCF7,0.06975771148320316
STAT5A,VNN2,0.06963865353545673
BCL6,CD6,0.06962381537706812
IRF8,TREM1,0.06960988384177647
EGR3,CXCL1,0.06947178025943501
ZBTB16,LAT,0.06944594312095394
JUNB,FUT4,0.06944203849804284
TCF4,FTH1,0.06942574865971406
LEF1,FOSL1,0.06939884847816005
BCL6,FCGR3A,0.06930590139401098
IRF4,THBS1,0.0693010491997772
POU2AF1,TGFBI,0.06926608750681251
IRF8,TOP2A,0.06925116656262652
PAX5,YBX3,0.06919626829038251
FOSL1,MCM2,0.06916439238830215
EGR1,CTSW,0.06909470262852307
FOXP1,VNN2,0.06907690908066326
PRDM1,FASLG,0.06905752393424845
STAT3,CCND2,0.06902097112947461
TCF4,SNCA,0.06892036376090864
ZBTB16,LAMP1,0.0688488453455972
PRDM1,DPP4,0.06881085907584306
LEF1,CD33,0.06865969036990256
RORA,DUSP2,0.0686453630799417
TBX21,JCHAIN,0.06858148644795645
PAX5,CD8A,0.06855221382793443
IRF4,GNLY,0.06836159664551611
RORA,TNF,0.06835574999633294
FOXO1,LY86,0.06830695686788846
STAT3,DPP4,0.0682704316547169
ZBTB16,LGALS3,0.06823691914291716
STAT4,LAMP1,0.06819974227800421
BACH2,HLA-DMA,0.06819027711067947
STAT4,TMEM97,0.06817460522569115
EGR3,IGBP1,0.06816527357038994
IRF8,FYN,0.06813825550260132
IRF8,CD3G,0.06806774020557134
FOXP1,TBX21,0.06802157470747588
KLRG1,GNLY,0.06775142513901056
IRF4,CASP5,0.06773179771815561
BACH2,GIMAP2,0.06761573553405888
XBP1,FOXP1,0.06760814467594976
STAT4,TLR8,0.06753342100094424
IRF4,S100A12,0.0675256273867229
JUN,CXCR3,0.06749013772184523
EGR3,ICOS,0.06747022924532668
PAX5,CD3E,0.06740255912981558
PAX5,CD52,0.06732939725960482
RORA,KLRF1,0.06717952642258065
RORA,FASLG,0.06702917927235238
STAT4,NAMPT,0.06699596137856548
BACH2,BIRC3,0.06689185086609256
ARG1,DUSP4,0.0668641891537578
MYC,LAIR2,0.06681930810296274
TBX21,AQP9,0.06681532767499289
RORA,CD86,0.06680505095700384
BCL6,CD52,0.06679934871772622
STAT4,LY86,0.06670573536973981
PRDM1,DUSP1,0.06668456231052276
BCL6,CD69,0.06663816297246623
STAT4,TNFSF13B,0.06662042247477912
XBP1,NINJ2,0.06659734770400118
XBP1,LCK,0.06641094851915975
STAT3,KIT,0.06639115410015718
EGR1,IGHM-membrane,0.06635086294102044
KLRG1,C10orf54,0.06625880835850456
PRDM1,ICOS,0.06615307020347602
STAT4,CD6,0.06609407729277639
IKZF2,TRAT1,0.0660210096699402
XBP1,ARG1,0.06594184736619838
EGR3,GIMAP2,0.06587869417960134
MYC,HLA-DPA1,0.06584996919538963
EGR3,MS4A1,0.06578805669464448
IRF8,TSPAN32,0.06574467094840139
XBP1,TRIB2,0.06550416563045866
STAT1,IL18,0.06535056439067653
RORA,TCF7,0.06527266622187455
IRF4,CTSW,0.06527251840912648
FOXO1,TLR8,0.0651143610374224
FOSL1,IGBP1,0.06504800748782122
IKZF1,TCF4,0.06504505851131023
STAT3,CD22,0.0650391326164604
STAT4,CD52,0.06498851202249187
STAT5A,LAIR2,0.0649882114298175
XBP1,PIK3IP1,0.06491424794959141
BCL11B,DUSP4,0.06485801020483897
STAT4,BCL11B,0.06484745138606679
JUN,TREM1,0.06483205118615787
ZBTB16,CCL3,0.06480010269659427
IKZF1,CD300A,0.06479029095881962
STAT3,NINJ2,0.06475995321505673
KLRG1,CD8A,0.06470279969819014
XBP1,JUN,0.06468106419531286
IRF8,IGBP1,0.06462949307846265
FOXP1,IL15RA,0.06462617377116424
JUN,LY86,0.06457482950259359
FOSL1,CD7,0.06453506600233504
BCL6,NINJ2,0.06450703897825387
FOXO1,KLRF1,0.06448433107471355
PAX5,KIR2DL1,0.06447684860787369
STAT1,BCL6,0.06443990894336443
IRF8,FOXP3,0.06439053841214737
BACH2,CD14,0.06437299172616578
FOXP3,LAP3,0.0642771500234141
STAT4,PIK3IP1,0.0642490867327668
STAT5A,TARP-refseq,0.06407333209916702
STAT5A,KLRG1,0.06400379636855558
ZBTB16,FOSL1,0.06395906030875326
STAT5A,TLR2,0.06390530397240299
XBP1,FAM65B,0.06378069671396466
IKZF1,CCL4,0.06377346717272481
ZBTB16,RORA,0.0637444926404941
BCL6,TRAC,0.06369296487297663
IKZF2,LAP3,0.06369188140562368
STAT5A,JUN,0.0633946317490772
JUNB,CD22,0.06339330280118444
ATF6B,LGALS1,0.06324232952004537
STAT5A,HLA-DPA1,0.06322570224444667
STAT3,CCL2,0.06319761278715924
FOXP1,GZMA,0.06315638410840131
BAX,ENTPD1,0.06305986772316892
STAT4,CSF2,0.06303893832012614
PRDM1,IGBP1,0.06294667352021252
BCL6,IL18,0.06289334737960577
TCF4,ITGA4,0.06281160209831019
ARG1,PRDM1,0.06273474447767262
EGR3,TARP-refseq,0.06273107932704536
PRDM1,IL18R1,0.06257887520809835
BAX,CLEC10A,0.06240357794170865
BAX,TGFB1,0.06237059772096973
BCL6,HLA-DMA,0.062348684866876294
FOSL1,HLA-DPA1,0.06233063267860954
RORA,BACH2,0.0623165679094525
BCL6,EGR3,0.062261152398185436
XBP1,IGKC,0.062241359041498065
XBP1,TGFBI,0.06221912860744827
IRF4,CCND2,0.062101831081593464
ZBTB16,LGALS9,0.06208062701505837
FOXO1,CCR1,0.06203569477203202
BCL6,TNF,0.062008419919036495
BCL11B,MGST1,0.06193122380240918
ARG1,PTPRC,0.061902519074742965
MYC,FCER1G,0.06166846194136241
PRDM1,ITGAE,0.061647548660945795
MYC,KLRC1,0.06164059064181007
IRF8,CD52,0.06153077186767214
JUNB,VNN2,0.061465429798996794
IRF8,TNFSF14,0.06138369917792706
MYC,CD22,0.06133844195404854
RORA,CCL5,0.061303855127916584
MYC,HLA-DRA,0.06130128704502481
PRDM1,LAT2,0.06118811772442059
STAT5A,PSEN1,0.06117333823569828
BAX,IGLC3,0.061169364392413314
FOXO1,CD8B,0.06108091855648361
BCL6,CCND2,0.060904995776640256
BCL6,THBD,0.0608394240938449
PRDM1,IL2RB,0.06082392749734409
PRDM1,CTSW,0.060797304404252024
IRF4,ITGAM,0.06071835884667632
FOXP1,CD34,0.060620718183796815
IRF4,FCGR3A,0.06057764233888659
STAT4,CD74,0.06053813401541771
FOXP1,NKG7,0.06052166870888585
PRDM1,STAT1,0.06040677507279952
ZBTB16,ARG1,0.06028234780371369
IRF4,TYMS,0.06024951256092271
BCL6,NAMPT,0.06024617464447668
EGR3,BCL6,0.06023443431535025
STAT4,CASP5,0.06023391201043878
STAT3,KLRF1,0.060150047120469625
STAT6,NINJ2,0.060116650783091335
BCL11B,IL15,0.05990120754708127
STAT5A,C10orf54,0.05987463578987942
MYC,TNFSF13B,0.05987051611005661
JUN,IRF4,0.05974660470582945
XBP1,CD69,0.05974314494974735
PAX5,TGFBI,0.05967451960392098
XBP1,RORA,0.05965064529320029
EGR1,LAP3,0.059498122636941514
XBP1,DUSP2,0.05946406529614757
EGR3,FTH1,0.05941289495674769
STAT4,PTTG2,0.059372245490279314
BCL6,CD48,0.05916524202906826
BACH2,CNOT2,0.05907862958022739
IRF4,NINJ2,0.05888113768443956
FOXO1,F13A1,0.05885640665154047
JUN,NT5E,0.05881182618708985
XBP1,TNFSF8,0.05875308831402309
IRF8,CD244,0.0586439163769773
JUN,IL3RA,0.058637415440869554
IRF8,FOXO1,0.05859948798437144
BACH2,BCL6,0.05859854373392149
BACH2,XBP1,0.05845923690039079
ZBTB16,LAP3,0.058455446948871094
FOSL1,CD74,0.058401949777088825
TCF4,ADA,0.058366203208280495
RUNX3,FLT3,0.058355106199629775
STAT3,HLA-DQB1,0.05833993287294398
IRF8,TCF7,0.05824062367739897
JUN,CD72,0.05816307645436392
BACH2,PIK3AP1,0.05813715496685737
EGR3,CXCL5,0.05811143336272042
BCL6,VPS28,0.05811140309028424
XBP1,CXCL2,0.058046341121085976
IRF8,TYMS,0.05802951253940608
RORA,IFNGR1,0.05802260555665958
ARG1,TCL1A,0.05797352041618331
STAT3,TARP-refseq,0.057947090232185285
LEF1,CXCR3,0.05793364775937571
FOSL1,C10orf54,0.0579203694180589
ATF6B,TGFBI,0.05791054669006591
BCL11B,MS4A1,0.05777940311177673
IRF4,CXCL2,0.05771141451290088
FOXO1,HLA-DMA,0.0577058923385408
IKZF1,NAMPT,0.05762869329725507
IRF4,MYC,0.057505756564546484
STAT4,CCL3,0.05739939819085243
BACH2,CD2,0.05738295467024794
ARG1,ITGB2,0.05735695136402379
PRDM1,CNOT2,0.057343792628288426
FOXO1,AQP9,0.05730237388485368
TCF4,IER3,0.05710701346465868
RUNX3,CD28,0.05709320867085274
STAT3,CPA3,0.05707198724540581
FOSL1,IFNG,0.05696415698698756
EGR3,CD28,0.056959235890894126
PAX5,CD86,0.05689549864326929
ATF6B,NAMPT,0.0566335543505943
XBP1,LAT,0.05661486362087168
JUNB,GAB2,0.056521768467825216
IRF4,DUSP1,0.056492789983828
FOXP1,ANXA5,0.056462997793453096
STAT1,IL23R,0.05637037236789392
TBX21,TYMS,0.05625817727728705
LEF1,IL15RA,0.05614340152122002
PRDM1,DUSP2,0.05613944671450386
EGR1,ADGRE1,0.056105181438123694
BCL6,BACH2,0.05605145733323159
STAT5A,CD7,0.05596597750387352
BAX,VEGFA,0.05594411997078726
EGR1,TOP2A,0.05586653935365337
FOXO1,JCHAIN,0.05585765867807906
EGR1,CXCR3,0.055678026936101827
ATF6B,CXCL2,0.05560952353956862
STAT3,CNOT2,0.0555288324002682
PRDM1,IGHM-secreted,0.055496272633480295
BCL11B,KLRC1,0.05549517865461963
LEF1,PAX5,0.05549048434872579
JUNB,CLEC4D,0.05541086286962529
POU2AF1,GAB2,0.055275649409273236
XBP1,KIR2DL1,0.05525892584032913
STAT5A,STAT3,0.055241670233945724
BCL6,HMMR,0.055168065206946997
BCL6,LAT,0.05509190825106195
IKZF1,ITGAX,0.05507994291464817
STAT1,POU2AF1,0.05507491533658328
MYC,BPI,0.055013823570644896
FOXP1,TARP-refseq,0.05490641301141856
IKZF1,HAVCR2,0.05489818106410502
IRF8,BPI,0.05486217419446575
PAX5,CD69,0.05485866388642063
ARG1,CD52,0.05480372906469093
STAT3,POU2AF1,0.05476352484449063
RORA,LYN,0.05475296480218592
MYC,CST7,0.05472682626976522
STAT4,CPA3,0.05466791691211497
PRDM1,ZAP70,0.054659980828980964
PRDM1,NCR3,0.05453357537746268
BCL11B,IGHD-membrane,0.0543214039905725
IRF4,IFNG,0.05426269267179576
IRF8,CCR7,0.054251117513593156
STAT3,GZMA,0.05420414835103075
FOXO1,CD200,0.05419944483828848
PRDM1,MCM4,0.05414152287909296
RORA,KLRG1,0.05414140982649084
BCL6,IRF4,0.05409109984845943
BCL6,ARG1,0.0540778017898008
BACH2,CCND2,0.05404129503994864
BCL6,FCN1,0.0540298357622242
STAT1,LCK,0.05398226816605154
IRF4,LAT2,0.05393062486297734
RORA,S100A12,0.05389323093062039
STAT3,BCL2A1,0.05388122041934417
BCL11B,VEGFA,0.053874771666722256
PRDM1,LAMP3,0.05384523667056211
ARG1,IL1R2,0.053793389208923306
BAX,HLA-DRA,0.05377387465458894
FOXO1,PDIA4,0.053767847347908196
RUNX3,CCR7,0.053739676907889736
IKZF1,S100A10,0.05369577557945531
FOXP3,STAT3,0.05368150758288438
STAT4,CTSD,0.05361766844571639
STAT5A,CD86,0.05356406054833406
ARG1,SLC7A7,0.053484998186720215
TCF4,SLC25A37,0.05341308248519539
ARG1,DUSP1,0.05329204318331791
ARG1,BCL2A1,0.05328693297565762
STAT3,FCER1A,0.05327318159267303
XBP1,EGR1,0.05320539177109132
PRDM1,PTPRC,0.05319212222638352
STAT3,S100A12,0.053176640348239164
IKZF1,RNASE6,0.053047168484036664
STAT3,FCN1,0.05270644749194185
TCF4,IGBP1,0.052671362370505924
PAX5,PRDM1,0.05266398226696016
IRF4,BACH2,0.052614366324163366
STAT3,HAVCR2,0.052606896478818485
ARG1,GZMK,0.052581663178629306
KLRG1,CD38,0.052580769751609274
BCL6,CBLB,0.05256481058776816
JUNB,KIT,0.05254305777366477
STAT6,RORA,0.05250536649933271
LEF1,CTSG,0.05249235772258524
STAT5A,VEGFA,0.05248396374306963
RORA,TRAC,0.052320166480682835
STAT3,CSF3,0.05231403241004899
BCL6,BIN2,0.052267187458102195
BCL6,CD37,0.05215264814641318
BCL6,IFITM2,0.05208767794053226
STAT1,SELPLG,0.05200138927264128
EGR3,APOBEC3G,0.05197846882246136
STAT4,ICOS,0.051973318607583134
FOXO1,ITGAM,0.05195323195583206
BCL6,S100A10,0.0518740218794003
STAT4,JUNB,0.05186385188357848
PAX5,JUN,0.051842279207089906
KLRG1,LAIR2,0.05166871740045042
TCF7,LAT,0.051627573866502505
ZBTB16,GIMAP2,0.051605643352945145
BAX,IKZF2,0.05158593624590071
IKZF1,FOXP3,0.05155348537010068
STAT3,CASP5,0.05153115068263318
STAT1,LEF1,0.051451192585060986
STAT1,IKZF1,0.05138272390780721
BCL11B,EBF1,0.05135997809671046
PAX5,GNAI2,0.051309194939881037
