TF,target,importance
FOSB,IL15RA,3.1946811100433106
MYC,TIGIT,3.193896846156873
FOSB,FOXO1,3.1909046991867487
FOSB,PCNA,3.190085651189742
FOXP1,LEF1,3.1880430455265096
JUNB,CD3E,3.1845688869756303
TCF4,HLA-DMA,3.1835339918597345
EBF1,CD38,3.1805779732678694
PRDM1,DUSP4,3.177771292908974
IRF8,IFNGR1,3.1723854969774763
EGR1,TNFSF10,3.171371802537462
STAT4,RUNX3,3.1641412575120444
FOSB,CD38,3.1588214611479195
LEF1,BTLA,3.1571182679515233
BAX,UBE2C,3.153584845419324
JUNB,ENTPD1,3.153480575181407
BCL11B,FAS,3.1515552204978445
IRF8,ITGAX,3.147918254423523
XBP1,KIT,3.1467302252059155
IRF8,GZMK,3.143570935626919
XBP1,FUT4,3.1380917719014225
EGR1,ENTPD1,3.123319922580916
FOSB,XBP1,3.121712743986308
LEF1,CD36,3.121457392000647
IRF8,PAX5,3.11436809955479
IRF8,GAB2,3.111268453148316
EGR3,CTSD,3.1095322718081433
MYC,HLA-A,3.1093673719058
EGR1,BCL2A1,3.1087530191109973
BAX,IL23R,3.1027179614464115
PRDM1,TNFSF13B,3.10245960294875
RUNX3,CXCL8,3.102027896741872
LEF1,IKZF1,3.0972489864206088
MYC,FAS,3.0950401861131387
BCL6,KLRC4,3.0940281732249435
BAX,TMEM97,3.088392495809726
EGR1,CXCR2,3.08607427435179
MYC,YBX3,3.0812086997287955
RUNX3,LGALS9,3.080541926964915
FOXP1,BCL2,3.0779666531229117
PRDM1,FCER1G,3.077569854896105
PRDM1,CD63,3.0760273904184827
BCL11B,SNCA,3.0625643403270764
BAX,IL15RA,3.058123601532758
MYC,PCNA,3.055969126768958
JUNB,CXCR5,3.0555188619313367
LEF1,CCL4,3.0545255306505283
JUN,LEF1,3.0475529569970115
JUN,PSEN1,3.0422211303445033
XBP1,HMMR,3.0398200984837915
FOSB,LGALS1,3.0356563550818567
JUNB,RPN2,3.0298894410863504
STAT6,GIMAP5,3.0263755262231866
BAX,PTTG2,3.0255748541533567
EGR1,RGS1,3.0188565485287198
JUNB,TRAC,3.0178507434185136
BCL11B,RORA,3.0130646515264727
JUN,PCNA,3.012834411935223
POU2AF1,HLA-DPA1,3.011953496195145
FOSB,LGALS9,3.0093694132959743
PAX5,LYN,3.008382352156067
JUNB,ITGB2,3.0081940017106117
LEF1,LAMP1,3.0081809291133625
FOSB,CD247,2.9945754243597333
JUNB,STAT3,2.9932859680381565
EGR1,MYC,2.9881827857725174
JUN,LAP3,2.987897084921971
FOSB,PASK,2.987198588102553
RORA,TIGIT,2.986627923216001
FOSB,CCND2,2.982011422157035
RUNX3,S100A9,2.9802675632268265
TBX21,TARP-refseq,2.9735216504844018
STAT4,KLRC4,2.9696579729621955
FOSB,HLA-DMA,2.9637074609489265
JUNB,CD3D,2.9632194316018676
JUNB,TXK,2.960485558439806
FOSB,LAMP3,2.955803005063036
LEF1,MCM4,2.9552741833995912
JUNB,PDIA6,2.9528994312423396
FOXP1,BAX,2.9488413509729523
BAX,CTSD,2.9480157190240974
XBP1,ENTPD1,2.945982642456485
JUN,TMEM97,2.9411805943993525
LEF1,CD5,2.9374922415933886
LEF1,PCNA,2.9325364309355515
BAX,LEF1,2.9320409798099973
FOSB,TLR8,2.9295955841107184
PAX5,ENTPD1,2.924918371386785
POU2AF1,HLA-DQB1,2.9243635978550353
RUNX3,KLRC4,2.920941957266345
FOSB,CD163,2.916441412946673
FOSB,ITGA4,2.9164302001434135
JUNB,TNF,2.9150269753774762
PRDM1,LGALS9,2.9150106181727837
JUN,IL7R,2.9127908919659284
BAX,IKZF1,2.9093796738450584
JUN,DUSP2,2.901337778147763
IRF8,TNFSF13,2.900036011444397
FOXP1,CXCL5,2.8981565404858403
TCF4,HLA-DPA1,2.894271809114161
MYC,PDIA6,2.89308750344521
PRDM1,ITGAX,2.8876350355319023
STAT5A,TSPAN32,2.8794471967314523
FOSB,CCR7,2.877845154860536
FOSB,BCL11B,2.8759292686550157
BAX,CD63,2.8726095671701644
IRF4,IGKC,2.8720788830526036
FOSB,ENTPD1,2.8689052439425042
BAX,IGBP1,2.86637887934841
RUNX3,IKZF1,2.8646810502390787
JUN,CPA3,2.863746225993517
LEF1,BCL6,2.8608029107072492
BCL11B,FYB,2.857963448480901
FOSB,KIT,2.8562745844940993
BCL11B,BACH2,2.8512398094396523
FOSB,STAT6,2.850289425527425
TBX21,CTSD,2.8499344603868138
TCF4,TGFBI,2.843827527831318
FOSB,ZBTB16,2.840108623185079
TBX21,KLRC3,2.839530311143505
RUNX3,S100A10,2.838291380604921
FOSB,FYN,2.837428222824081
FOSB,BACH2,2.8350625593728913
FOXP1,IKZF1,2.8337778348255616
EGR3,STAT6,2.83079195042018
PRDM1,IL1B,2.822658684291884
MYC,CD38,2.8218529250620605
LEF1,CD3E,2.8147117890528737
FOXO1,FOSB,2.813841646434932
MYC,FOXO1,2.8138034206338394
LEF1,BCL2A1,2.8096365671240062
BAX,SELPLG,2.807287051573491
FOXP1,DOCK8,2.80110092373545
FOSB,CD34,2.800779337131759
PRDM1,TREM1,2.8002326383887013
JUNB,ARG1,2.7976677399590066
IRF8,MZB1,2.7973846420962323
POU2AF1,LY86,2.7955533932468213
FOSB,TREM1,2.7952925425788018
FOXP1,CD6,2.794319937704477
EGR1,HLA-A,2.7897656279112915
FOXP1,IL32,2.7883699613936845
IRF8,CD74,2.7877147261704454
BAX,DOCK8,2.7871881783176256
IKZF1,KIAA0101,2.785639330122717
FOXP1,CD69,2.785412257248877
JUN,BCL11B,2.7815971292775883
PRDM1,ICAM1,2.7805522528679716
BCL11B,ALAS2,2.7753214032599076
LEF1,LAP3,2.7741979884220282
FOSB,FUT4,2.7713239622378083
BCL11B,CCND2,2.7657844558471387
JUNB,CASP5,2.762448298570718
LEF1,IL1B,2.761918608097419
FOXP1,C10orf54,2.757939597396049
JUNB,LIPA,2.7568155529210925
EGR1,LGALS1,2.7527614763117287
JUNB,IL4R,2.751960981275641
IRF8,TRDC,2.750004834772661
RUNX3,TREM1,2.738746512163638
FOSB,BAX,2.7344998244686587
JUNB,ZAP70,2.731023212267216
FOSB,STAT3,2.7222067152398726
BAX,MZB1,2.7193682941502604
MYC,CD2,2.719255145191686
IRF8,IL2RB,2.718548601957117
FOSB,CD3E,2.7147246933515885
FOXP1,GIMAP2,2.712868083258536
FOXP1,TRAC,2.7123697241755944
BAX,CD28,2.710813844774475
LEF1,CD8A,2.70243833183356
BAX,FOXP1,2.7012909314013434
STAT5A,STAT1,2.7007094274566597
FOXP1,BLNK,2.6992133222304973
STAT4,GNLY,2.6944982082641076
IRF8,CST7,2.684819469942517
IRF8,IGHM-secreted,2.67924222628139
STAT5A,MCM4,2.6789012653939692
JUNB,IL18,2.6779030741574466
JUN,ITGB2,2.676401184551542
LEF1,GIMAP5,2.6762862905412805
IRF8,CXCL16,2.6748450099639136
MYC,GAPDH,2.670793533039198
LEF1,THBS1,2.6700832137342623
FOSB,TRAC,2.670018237470883
BCL11B,CD28,2.6696706892764275
JUNB,LAMP1,2.6658180932614934
STAT4,PRF1,2.656059660764151
STAT1,IL3RA,2.6504304843505864
FOXP1,PIK3IP1,2.6477128735859363
LEF1,LTA,2.6455338814630025
EGR1,FUT4,2.6402920429664887
BAX,VPS28,2.6351193015876686
TBX21,NCR3,2.6293634515506312
FOSB,BLNK,2.6286111656839433
FOXO1,RGS1,2.6263480871586875
XBP1,MCM4,2.625420874478547
FOSL1,CD86,2.620078712643176
JUN,KIR2DL1,2.6144710517416994
BAX,TRIB2,2.6137047167681784
IRF8,PRF1,2.6127103175876507
JUNB,TRBC2,2.611827870506183
XBP1,TNFSF13B,2.609381744970909
STAT5A,TNFSF13B,2.6083862791842787
FOSB,IFITM2,2.608030665730156
BCL11B,CD4,2.6013521737605148
STAT3,CXCR5,2.596539458767725
JUN,ITGA4,2.5964953063011924
FOSB,TRAT1,2.595436308434953
IRF8,CD79A,2.5896732397824564
RUNX3,BAX,2.5844586787047397
EGR1,CCL20,2.581607892895631
JUNB,DUSP2,2.578312594950048
FOXP1,CD2,2.5774827093575183
LEF1,FCER1G,2.57338751692259
MYC,TMEM97,2.5729682267111555
FOXO1,IKZF2,2.5669172805891463
BAX,CSF2,2.5651655299395446
BCL11B,CD3G,2.5647076529512978
JUN,BCL2,2.562829961207891
LEF1,SELL,2.5627623461194933
FOSB,IRF8,2.5626108549906648
MYC,ICOS,2.5561170677884792
PRDM1,ALAS2,2.554745068409476
FOSB,FOSL1,2.5504416928043647
MYC,DUSP4,2.546475895058317
STAT1,AURKB,2.5429724315320463
ZBTB16,CD160,2.541116996678877
FOXP1,ICOS,2.5398650036692376
BAX,CCND2,2.531915798135399
JUN,JUNB,2.531311345467063
JUN,ARL4C,2.527496735102482
FOXP1,PASK,2.524569180222276
LEF1,CLEC4E,2.523914464458755
ZBTB16,TRDC,2.5157048035657543
LEF1,PSEN1,2.515687711295275
JUNB,C10orf54,2.5099541233413225
LEF1,AQP9,2.506060394492463
BAX,PCNA,2.5059245922899813
MYC,EGR1,2.5041282228257256
XBP1,PTTG2,2.502423929621374
LEF1,CCL20,2.502399591617453
FOSB,FLT3,2.499543900045183
JUN,BACH2,2.49749157664123
JUN,STAT3,2.4955376021099647
JUN,SELPLG,2.4946753141121043
JUNB,LGALS3,2.4905576419646227
FOXP1,LGALS3,2.4896963015877294
RUNX3,IL23R,2.4847291456294593
JUNB,ARL4C,2.4844401156784026
JUNB,FYB,2.4832112727526567
MYC,CCR7,2.4812306473245607
EGR1,VPS28,2.4811606774675856
BCL11B,GNAI2,2.4777735787624113
FOXP1,CD3D,2.477451443582938
STAT3,FOXP3,2.4742171907347883
MYC,TRAT1,2.4722856911882203
RUNX3,XBP1,2.470088126287269
ZBTB16,KLRB1,2.468159724317438
FOSB,EBF1,2.46665239221217
LEF1,CXCL5,2.454117434027001
FOSB,CD36,2.446662081596443
JUN,CNOT2,2.4435991462777693
IRF8,CD160,2.442852781295893
JUNB,PIK3IP1,2.4390732767392205
MYC,CD52,2.437765298283781
STAT4,KLRK1,2.4368314568694815
MYC,TRBC2,2.430444386852383
FOXP1,CD8B,2.429346478087634
EGR1,CXCR4,2.4223301966457615
BAX,LIPA,2.418838235827826
RUNX3,DOCK8,2.4174224022969018
FOXP1,LAT,2.4127246953874857
JUN,DOCK8,2.4116834411463843
TCF4,CD74,2.4075558403810726
JUNB,SELL,2.402324136922572
JUNB,ICOS,2.3907790137032943
BAX,IL18R1,2.390139988181229
FOSB,CD6,2.378613689093801
IRF8,IKZF2,2.3767715370873796
FOSB,TCL1A,2.3724745715890094
JUNB,CXCR2,2.3703029418110813
LEF1,CD4,2.36981542856044
BAX,LAP3,2.3674627602858545
FOXP1,CD24,2.3666884425069536
JUN,CD33,2.3664574569590147
ZBTB16,NCR3,2.3662595577177514
TBX21,HAVCR2,2.3659529920435878
MYC,FYB,2.362441079300683
STAT4,IL12RB2,2.358808839672904
EGR1,DUSP2,2.3562180066975578
STAT3,TNFSF13,2.352272829502866
IKZF1,SLC25A37,2.35011576892359
BCL11B,TCF7,2.3485879463444403
MYC,CXCR5,2.3421730051379224
EGR1,TIAF1,2.3355089264976203
JUN,TSPAN32,2.330711566300599
JUNB,FOXP1,2.3297113780042955
BAX,ITGA4,2.3292440074198386
FOXO1,FOXP3,2.326696142234943
FOSB,RNASE6,2.318708630315535
RUNX3,KLRG1,2.317170732348759
FOSB,FAM65B,2.317150693517384
LEF1,CNOT2,2.316958940044568
XBP1,UBE2C,2.3164175486420797
JUNB,IL32,2.311695758529607
JUN,C10orf54,2.3116924395065075
JUNB,LCK,2.3102378239213
BAX,CBLB,2.3082190362528188
BAX,BIN2,2.3067402481744144
IKZF1,KIR2DL1,2.3026555024453113
XBP1,FOSB,2.3024312100625726
XBP1,CD34,2.3020180902663534
EGR1,CXCL16,2.3005522974518042
FOSB,LAT,2.3005241785389834
FOSB,CD244,2.2990602664194086
RUNX3,FASLG,2.296064823190374
FOXP1,CD3E,2.2957311786941053
JUNB,TREM1,2.289629123637875
JUN,LAMP1,2.2893441002460055
TBX21,FCGR3A,2.287647078741802
MYC,GZMH,2.2827218315156204
FOXP1,CD37,2.282443895365541
STAT4,APOBEC3G,2.2822254108996884
BAX,LAMP1,2.278522456620975
LEF1,NINJ2,2.2735161113457107
FOSB,IGBP1,2.2685668509417547
MYC,LAP3,2.2661729249895632
BAX,MCM2,2.265089990671883
RUNX3,PDIA6,2.2629401267395726
STAT5A,PDIA6,2.2614793512976092
STAT5A,UBE2C,2.2605999007481863
BAX,KLRK1,2.2605365325680133
JUN,ZAP70,2.259244724850732
RUNX3,CSF3,2.256075003064084
FOXO1,BTG1,2.2545378433637113
IRF8,CD63,2.2543448045561862
JUN,ITGAE,2.253447086445168
XBP1,CD244,2.2509055217523968
JUN,ADA,2.249671779355988
EGR3,FLT3,2.246064522404857
MYC,RPN2,2.244596954156155
IRF8,CD86,2.2441853284988094
FOXP1,SELL,2.2438292364693297
BAX,IL18,2.239726889259431
BAX,CD69,2.2355723003338572
PRDM1,HLA-DMA,2.2297487827100055
IRF8,CD4,2.228887856191343
IRF8,ITGAM,2.227862688937671
FOSB,CXCR5,2.2233155688311355
JUN,BIRC3,2.222933757885588
LEF1,CD7,2.2225144632579354
FOSB,RORA,2.2190968388121974
FOSB,TNFSF13,2.2171864539793305
FOSB,CD8B,2.2165112098574133
FOXP1,LIPA,2.2159926757503596
LEF1,RPN2,2.215096270883064
LEF1,CXCL3,2.213316122440081
RUNX3,TNFRSF25,2.2117539550745584
JUN,FYN,2.2115120044971697
JUNB,RUNX3,2.2104068167415147
TCF4,KIT,2.20794745959211
FOXP1,TRAT1,2.205750787066077
LEF1,DUSP1,2.2048978141693687
STAT4,CST7,2.2044031445189565
JUN,LGALS9,2.2033667192520703
RUNX3,C10orf54,2.1964441072608265
STAT4,CCL5,2.19268235245414
STAT1,CHI3L2,2.1877489206365777
RUNX3,IL18,2.18667661186464
FOSB,TGFBI,2.1823599123024775
EGR1,CCL3,2.1787881273485397
BCL11B,ARL4C,2.177938380542749
PRDM1,YBX3,2.1772025348917285
MYC,PASK,2.1770480959479652
ARG1,CD36,2.173384257629886
EGR1,JUNB,2.173308663675324
STAT4,YBX3,2.173151481820823
JUN,RORA,2.169795527151126
STAT5A,HMMR,2.167337005606811
LEF1,CXCL1,2.166501893974806
IKZF1,CXCL5,2.1652168691625615
PAX5,LGALS9,2.143425747150917
MYC,IL4R,2.140277626839462
JUNB,IFITM3,2.1394051320919694
JUNB,FTH1,2.138340189364236
FOSB,LIPA,2.1351212686012806
JUN,FAM65B,2.134133583847081
LEF1,BIN2,2.1334673387051315
MYC,TIAF1,2.1309780221240744
MYC,CD37,2.1290864330456625
JUNB,LTA,2.1283972021386397
MYC,JUNB,2.1258968142070107
MYC,DPP4,2.123141993434396
POU2AF1,HLA-DRA,2.1224313506166532
EGR1,CXCL3,2.1210862006190028
FOSB,BIRC3,2.117261299654747
LEF1,IKZF2,2.1166874607027366
FOSB,TARP-refseq,2.1150581774762824
JUN,XBP1,2.11398832911599
IRF8,XBP1,2.1135171871618574
RUNX3,S100A12,2.112683871440755
STAT3,CXCL5,2.1119014115071852
EGR1,DUSP1,2.1073129301721534
LEF1,IL1RN,2.098420000660901
JUNB,IKZF1,2.0967716814461665
JUN,CD2,2.0961425687245208
BAX,GAPDH,2.093000666483962
IRF8,LY86,2.092951513528403
FOSL1,EGR3,2.091510283860736
BAX,TOP2A,2.0892631839964984
PRDM1,HLA-DPA1,2.0884913174351465
JUN,GNAI2,2.0812293907419965
IRF8,RUNX3,2.079773972668891
JUNB,XBP1,2.0774141423197054
JUN,PIK3IP1,2.075617547140442
IKZF1,CXCR4,2.074754506444394
FOXP1,ITGAE,2.0696282405756152
STAT5A,VPS28,2.067602525554329
MYC,CD3D,2.0644964008623594
BCL6,GIMAP5,2.0576530444190313
FOSB,CTLA4,2.057210168000688
MYC,STAT1,2.05658553117183
IRF8,NKG7,2.0562079761595724
IRF8,DPP4,2.0560420511252233
BAX,CCR1,2.0547533526485204
BCL11B,CXCL5,2.054577788493443
IKZF1,ATF6B,2.0532745260185146
STAT1,CD33,2.052234320293504
RUNX3,PIK3IP1,2.0507042023987445
BCL11B,ITGA4,2.0484714314009715
XBP1,GIMAP5,2.048020503737328
JUNB,KLRC4,2.0430951727535853
FOSB,TNFSF14,2.041870161478188
MYC,SELL,2.0408028628720523
FOSL1,VEGFA,2.0365218281953483
RUNX3,IL1RN,2.0357524071651945
JUNB,BCL11B,2.0198632791968163
EGR3,GIMAP5,2.017116266579648
RUNX3,LCK,2.016844610618813
STAT3,BCL6,2.01571005701509
ZBTB16,LAIR2,2.0136392635708225
LEF1,EGR1,2.012871192797101
FOSB,HMMR,2.01170533082721
MYC,STAT3,2.0101994134094263
FOXP1,RPN2,2.009891314902256
MYC,JUN,2.0092581749730782
MYC,GIMAP2,2.0076101013547296
FOSB,TXK,2.0053512029721348
FOXP1,LGALS9,2.0046686660943154
RUNX3,TNFSF10,2.002825215298555
EGR1,TNFSF13B,2.0028006694598357
JUN,TXK,1.998755964453128
BAX,CASP5,1.9960876017789488
LEF1,CD37,1.9954652697876465
MYC,TRIB2,1.9922205978293897
FOSB,TRDC,1.991775592173097
JUN,IL4R,1.9906940331021463
JUNB,FOXO1,1.9900386186152392
BAX,GIMAP2,1.9891489088439813
POU2AF1,CD72,1.9885283882321296
FOXP1,BIN2,1.9863970681945622
FOXP1,TSPAN32,1.9859704924359922
FOSB,TBX21,1.9849662189875468
EGR1,CD34,1.978609665184789
TCF4,STAT5A,1.9760339671981968
TBX21,KLRF1,1.9759999977942346
IRF8,CTSG,1.9743191719909692
IRF8,HLA-DRA,1.9735119835113235
JUN,BIN2,1.971254449273753
IKZF1,STAT1,1.971056478388213
LEF1,LGALS1,1.9673318400385438
BCL11B,NINJ2,1.9651277069005118
FOSB,CSF2,1.9637245815437014
BCL11B,TNFSF8,1.9602583847947253
JUN,TRBC2,1.95715227305757
FOXO1,CD28,1.9550149730862327
RUNX3,CTLA4,1.9541822109814946
RUNX3,LYN,1.9533180469628546
JUNB,BIN2,1.9511275972216424
FOXP1,SELPLG,1.9507223501435464
FOXP1,TCL1A,1.948682872589854
BAX,IFITM3,1.9485020470446528
FOXP1,NT5E,1.9478910890618406
EGR1,CTSD,1.947644330142614
ZBTB16,IL18RAP,1.947564629144289
ZBTB16,GNLY,1.9466293722956798
LEF1,FYN,1.9438379254374822
JUNB,IFITM2,1.9418791203177406
JUNB,CD8B,1.9395102301785638
BAX,S100A10,1.9387901577436266
FOSL1,VNN2,1.93817192502918
JUN,ARG1,1.936900826148235
BAX,CD36,1.9325749868929163
JUNB,ITGAE,1.9314516151548806
BAX,FOXO1,1.9307557118110212
RUNX3,CBLB,1.9280865636291118
BCL11B,ADA,1.9279807710200096
LEF1,IER3,1.923041021822898
STAT3,STAT1,1.9223762303702558
PRDM1,KCNE3,1.9209695779576659
FOSB,MYC,1.9209507625456768
BCL11B,PSEN1,1.9186310810258307
XBP1,KLRC4,1.914008985251766
TBX21,CTSW,1.9117092871592922
IRF8,LAT2,1.9103470197577275
BAX,IL3RA,1.9097620890980487
IKZF1,SNCA,1.906053643749196
FOSB,HLA-DQB1,1.9053381861263237
FOXP1,MYC,1.90420393178302
JUNB,IGBP1,1.9026320785306312
BAX,C10orf54,1.902472322475034
MYC,EGR3,1.8973272801947028
TBX21,KLRG1,1.8932017869043107
RUNX3,ITGA4,1.8919161338715524
ZBTB16,DPP4,1.8880255391888
LEF1,IL18,1.887907263299398
BCL11B,YBX3,1.8863291177843649
LEF1,FAS,1.8821492593222935
BAX,MGST1,1.881672601039033
EGR1,IL1B,1.8815804208385887
TBX21,CST7,1.8809980508495556
LEF1,JUN,1.8790380881105408
FOXP1,STAT3,1.8787777354813966
IRF4,HLA-DQB1,1.877781832727364
JUN,RPN2,1.874241275609484
ZBTB16,FCGR3A,1.86678248177172
IRF4,POU2AF1,1.8661657693791296
LEF1,STAT1,1.8630596014026206
MYC,PTPRC,1.8592726962029917
IKZF1,LIPA,1.8566399329378214
IKZF1,MGST1,1.8543250567564584
LEF1,ZBTB16,1.8530766340785985
TCF4,CD4,1.8526209414944121
IKZF1,HLA-A,1.8525893404081046
IRF8,GNLY,1.8524335734696102
PRDM1,HLA-DRA,1.8501431942990494
JUN,CD3G,1.8497413041634172
STAT5A,TCF4,1.848105882976539
JUN,CASP5,1.8471258084875137
ZBTB16,RUNX3,1.845299073568462
BCL11B,DPP4,1.844267722601721
MYC,ADA,1.8434510496014722
IKZF1,GNAI2,1.8420814169229258
JUN,LCK,1.8370227281582137
JUN,GZMA,1.8354270653343576
FOSB,CTSW,1.8352546263438332
FOXO1,PTPRC,1.8336545679609813
MYC,VPREB3,1.8328714247340812
JUN,IGBP1,1.8327137281828867
EGR1,VNN2,1.831932605658246
LEF1,CD86,1.828607315365385
PRDM1,KLRC4,1.826452348601753
IKZF1,TSPAN32,1.8263955483816887
FOSB,CHI3L2,1.8236437690471394
FOXO1,HLA-A,1.8224366985187437
ZBTB16,TARP-refseq,1.8215940843103222
JUN,FTH1,1.8215515889558027
JUNB,PRDM1,1.8208317498233517
BAX,VNN2,1.8205963679517772
RUNX3,ITGAE,1.8204882163593832
BCL11B,PCNA,1.8197641022970703
LEF1,KCNE3,1.8187401071501637
JUN,IL18RAP,1.8162672750985007
XBP1,TOP2A,1.8159484027343107
JUNB,SELPLG,1.8143195615684449
LEF1,TNFRSF25,1.8117405276406255
TBX21,CD72,1.8082001636187384
RUNX3,GAB2,1.8078654497413007
JUNB,NAMPT,1.8074767644609375
JUNB,TIGIT,1.8051556484852769
IRF8,CXCR5,1.804643005789039
XBP1,CD38,1.8044273375434017
BAX,STAT6,1.8023950888503149
FOSB,FCGR3A,1.8016978210168433
JUN,BAX,1.8003214020601916
STAT4,HLA-A,1.799569552113444
BAX,NINJ2,1.7980016553519977
JUN,IFITM3,1.7971356757828343
MYC,S100A10,1.7933102794650053
LEF1,F13A1,1.7929704364396015
STAT4,ITGAM,1.7916889878773063
LEF1,CD160,1.791091382876798
FOSB,ZAP70,1.7884304343958428
FOXP1,FAM65B,1.7873748126758828
MYC,CHI3L2,1.7860588985375672
JUN,LAMP3,1.7853742465386666
FOSB,KLRF1,1.784339890837822
IKZF1,CCND2,1.7839249372666643
TCF4,IGKC,1.7836835690639554
FOXP1,LCK,1.7834922460052134
BCL11B,LGALS3,1.7817965454449183
JUN,CD160,1.7776434789745845
BCL11B,TNFRSF25,1.7766020288110789
BCL11B,LAP3,1.774414453425382
IRF8,STAT4,1.7728088232762562
TBX21,IFNG,1.7721544472958561
RUNX3,VNN2,1.7698722643516103
BAX,CD3D,1.7696412018934102
LEF1,GAPDH,1.7691544850848748
IRF8,TCL1A,1.7686373114551217
FOSB,CD160,1.7677117452783195
TCF4,FAM129C,1.7670377983733703
STAT5A,TIAF1,1.7663173969255592
FOSB,CD28,1.7655436467678347
FOSB,PRF1,1.7648275305889995
PAX5,CD37,1.7644914015814688
BCL11B,JUN,1.764320508708558
STAT1,GZMK,1.7640402138049955
RUNX3,IL1B,1.762596946534431
BAX,IFITM2,1.7602774943947717
JUNB,DPP4,1.7596858707132652
JUN,GZMB,1.7565014077925325
JUNB,IL15,1.7563219055263795
IRF4,IGHG1-secreted,1.751399213160906
RUNX3,GAPDH,1.7490015160510481
IRF4,PDIA4,1.7487785438536643
LEF1,IFITM2,1.74842999401528
EGR1,CXCL5,1.7474469127341348
FOSB,STAT5A,1.7470127476794994
STAT4,KLRC1,1.746157223873022
FOSB,IL18RAP,1.745873154046814
RUNX3,CCL20,1.7453761803023529
MYC,ITGAE,1.743886953937566
IRF8,FCER1G,1.7437501722358624
IKZF1,BTG1,1.7406848009740616
MYC,TCF7,1.7358660348438182
IKZF1,FCER1A,1.735456695191181
FOSB,KLRB1,1.7342613073288868
XBP1,ALAS2,1.7340575043706832
FOXP1,TRBC2,1.73198574450596
BAX,LGALS3,1.7259354221837453
EGR1,LAMP3,1.7206134662589068
EGR1,NAMPT,1.7187178304766972
JUN,CD3E,1.7186202145038243
IRF4,IGHM-membrane,1.7170726892482044
JUNB,VPS28,1.7165526311756412
JUNB,CD44,1.7126481502622188
XBP1,CD163,1.7123665915315165
JUNB,CD6,1.7112018441698853
TBX21,GNLY,1.7093416457872002
IRF4,MS4A1,1.7065838178070547
BAX,CD247,1.7049159424109936
XBP1,CCND2,1.7039824095249776
MYC,BIRC3,1.6977465955238251
FOSB,CTSG,1.6973607107003228
BAX,CD34,1.6972255962562208
TBX21,CCL5,1.6966742859060289
JUN,KLRC3,1.6891794089899594
EGR3,POU2AF1,1.6891396143347732
MYC,KIT,1.688932207373536
FOSB,ICOS,1.6871874403033416
FOSB,CD5,1.6865739227853778
RUNX3,FCER1A,1.6837569586688472
PRDM1,FOSB,1.6837373691153033
ZBTB16,CCL5,1.6812945999924045
FOXP1,QPCT,1.6795454734458717
XBP1,CD63,1.6764538787738408
JUNB,NINJ2,1.6755045228282106
FOSB,GZMH,1.6749647578001232
JUNB,TRAT1,1.6729229815106188
FOXO1,VNN2,1.6716997144450254
EGR1,CLEC4D,1.6642692959007879
BCL6,UBE2C,1.6620913004127151
BCL11B,CXCL8,1.6611627821073636
LEF1,CD14,1.6608604736142012
EGR1,CD14,1.6604101382337206
JUN,LIPA,1.6600860301854692
JUNB,CCR7,1.6578484051223605
FOXP1,JUNB,1.6571259449657316
RUNX3,CXCL5,1.654262370966219
STAT5A,LIPA,1.6522898374148214
BAX,IL7R,1.65178279666923
IRF8,ARG1,1.6505089610314514
IRF8,BCL2A1,1.6500958819889313
BAX,STAT1,1.6459322027071146
FOSB,CCL5,1.6434175927426438
BAX,RUNX3,1.638250608760405
FOSB,ATF6B,1.6382376968101826
JUN,MCM2,1.6335023935679884
FOXP1,CD5,1.6329384440736057
JUNB,FYN,1.6315026878746495
STAT5A,CD38,1.630563406779554
STAT4,KLRF1,1.6291007379258964
IRF8,HLA-A,1.6288297201808846
TBX21,APOBEC3G,1.6253992225297949
TBX21,ITGAX,1.6252647712440143
STAT3,RGS1,1.6240024966187663
FOSB,FASLG,1.6235102099084655
FOSB,IFNG,1.6224043238774046
MYC,BCL11B,1.622377283363933
JUN,CD44,1.6200021718006201
IRF8,FCGR3A,1.6177806490061135
LEF1,DUSP4,1.6163611728513478
JUN,FAS,1.615532058546394
MYC,CXCR4,1.6149191717468536
BCL11B,GIMAP2,1.6133163838663085
IKZF1,FAM65B,1.6124212011742616
PRDM1,GIMAP5,1.611545931439755
FOSB,CST7,1.611399984966595
STAT6,CHI3L2,1.6110353007902043
ZBTB16,FASLG,1.6108743430529568
LEF1,LAMP3,1.6076624702600586
FOSB,CTSD,1.606662976767024
RUNX3,ARG1,1.605793682119208
FOXP1,FYN,1.6052823876519506
JUNB,CD7,1.6049718339052006
FOSB,CD3D,1.603871168448337
MYC,CXCL5,1.603713623410405
MYC,LGALS3,1.6032452281971152
XBP1,STAT5A,1.6025557084755997
JUN,GNLY,1.6003943222837873
LEF1,GNAI2,1.5986277162047464
JUN,BCL6,1.598029026900562
STAT4,KIR2DL1,1.5949341697524357
STAT5A,IL18,1.5906959368832387
KLRG1,CD300A,1.5891957502693579
IKZF1,IL23R,1.5884881398533184
FOSL1,IL1B,1.5877614265969442
IRF8,IL12RB2,1.586290502459338
RUNX3,VPS28,1.5848043505833753
STAT4,IFNGR1,1.584138757775754
XBP1,MZB1,1.5812385141601655
JUNB,CBLB,1.5804442150399827
BAX,CD7,1.5794709722720006
TBX21,RUNX3,1.5755203247689071
PRDM1,FTH1,1.5745690890702158
IRF4,HLA-DPA1,1.574202182124981
PRDM1,SLC25A37,1.5733684831916397
